48,find,[faɪnd],vt.找到 发现 感到 查明 得到 认为 见到...的存在vi.裁决n.发现 [计] 在文件中查找指定的字符串
48,get,[ɡet],vt.获得 变成 收获 使得 挣得 受到 惩罚 打击等  染上 抓住vi.到达 成为 变得n.生殖 幼兽
48,if,[ɪf], conj. 表条件 如果  表假设 要是 是否 即使n.条件 设想
47,should,[ʃʊd],v.aux.应该 将要
47,an,[ən], art.一 在元音字母前代替不定代词a  [域] Netherlands Antilles  荷兰属地
47,other,[ʌðə],adj.其他的 另外的 从前的 pron.其他的 他人 另外一个adv.另外地 不同地
46,each,[iːtʃ],adj.各自的 每个的 每一 pron.各 各自 每个adv.每个
43,choice,[tʃɔɪs],n.选择 抉择 精选品 选择机会 选择权adj.精选的 上等的 挑三拣四的 可选的 宠爱的 爱惜的
42,letter,[letə],n.文字 字母 信函 字面意义 铅字  pl. 证书  pl. 文学 学问vt.用字母标明 在...上刻 或题 字vi.写印刷体字母
42,through,[θruː], prep.穿过 通过 从开始到结束 经由 以adv.从头到尾 自始至终 直达地 彻底 完全adj.直达的 直通的
42,read,[riːd],v.读 阅读 理解 学习adj.有学问的n.读取 vbl.read的过去式和过去分词
41,ha,[hɑː],int.嘿! 哈!
40,help,[help],n.帮忙 补救办法 助手 治疗 <美>佣工vt.帮助 助长 接济 治疗 款待vi.有用 救命 招待 [计] 显示命令格式的简短概述
40,stress,[stres],n.重压 逼迫 压力 重点 着重 强调 重音vt.着重 强调 重读
39,direction,[daɪ'rekʃən],n.方向 指导 趋势  常用复数 指示 用法 说明 书  收件人地址
39,school,[skuːl],n.学校 学院 学习 授课 求学 全体学生 学派vt.锻炼 教育
39,report,[rɪ'pɔːt],n.报告 传说 谣言 声誉 名声 爆炸声v.报导 汇报 报到 告发
39,high,[haɪ],n.高度 高处adj.高的 高原的 高等的 高音的 傲慢的 高尚的 昂贵的 严重的adv.高度地 奢侈地 高价地
38,child,[tʃaɪld],n.孩子 儿女 子孙  头脑、空想等的 产物 弟子 追随者
38,use,[juːs],vt.使用 利用 耗费n.使用 利用 用途 效用 使用价值
37,year,[jɪə],n.年 年龄 年岁
37,follow,[fɒləʊ],vt.跟随 追随 沿...而行 理解 遵循 从事 追求 注视vi.跟随 接着n.跟随 追随
37,show,[ʃəʊ],n.表示 展览 炫耀 外观 假装v.出示 指示 引导 说明 显示 展出 放映
36,give,[ɡɪv],n.弹性 可弯性vt.给 授予 供给 献出 让步 引起 发表 捐助vi.捐赠 让步
36,research,[riːsɜːtʃ],n.研究 调查vi.研究 调查
36,woman,[wʊmən],n.女人 妇女 女仆adj.女人的 女性的 妇女的vt.为...配备妇女 使成女人腔
36,we,[wi], pron.我们
35,part,[pɑːt],n.部分 局部 零件 角色vt.分开 分离 分配vi.分开 断裂 分手adv.部分地 有几分adj.部分的 局部的
35,only,[əʊnli],adj.唯一的 单独的 最好的 最合适的adv.仅仅 只不过 conj.但是 可是
35,go,[ɡəʊ],vi.离去 走 进行 变成 趋于 达到 求助于 诉诸vt.以...打赌 忍受 出产n.去 进行
35,doe,[dəʊ],n.母鹿 雌兔等   美国 能源部 DoE Department of Energy 
34,two,[tuː], num.二 两个
34,sheet,[ʃiːt],n. 一 片  一 张 薄片 被单 被褥
34,employee,[emplɔɪ'iː],n.职工 雇员 店员
33,conversation,[kɒnvə'seɪʃən],n.会话 交谈
33,change,[tʃeɪndʒ],n.改变 变化 转变 找回的零钱 找头 辅币vt.改变 变革 改造 兑换
32,four,[fɔː], num.四 四个 第四 卷 章 叶等 
32,take,[teɪk],v.拿 拿走 取 抓 占领 获得 接受 感受n.捕获量
32,most,[məʊst],adj.最多的 多数的 大部分的adv.最 最多 很 十分 最 最大的 其中大多数 极其n.大多数 大部分
32,social,[səʊʃəl],adj.社会的 爱交际的 社交的 群居的
31,minute,[mɪnɪt],n.分 分钟 片刻 一瞬间 备忘录 笔记vt.记录 摘录 测定时间adj.微小的 详细的 仔细而准确的
31,up,[ʌp],adv.向上 到 较高的地方 北方  起来 起床 prep.向上 在上 沿adj.向上的 上行的
31,way,[weɪ],n.路 路线 路途 习惯 行业 规模 道路 情形adj.中途 途中的adv.远远地 大大地 非常
31,author,[ɔːθə],n.作家 创造者
30,experience,[ɪk'spɪəriəns],n.vt.经验 体验 经历 阅历
30,out,[aʊt],adj.外面的 下台的 出局的adv.在外 出声地 显露出来地 明显地 从头至尾地n.外面 外出 外观vt.赶出 击倒 使退场vi.外出 暴露 prep.通过
29,hi,[haɪ],int.嗨! 引人注意时的喊声 打招呼 
29,much,[mʌtʃ],adj.许多的 大量的adv.非常 很 ...多 更加 非常 得多 多达 多得多n.许多 大量 num.许多
28,new,[njuː],adj.新的 初见的 更新的adv.新近
28,correspond,[kɒrɪ'spɒnd],vi.符合 协调 通信 相当 相应
28,often,[ɒfən],adv.常常 经常
28,company,[kʌmpəni],n.公司 陪伴  一 群  一 队  一 伙 连 连队
27,three,[θriː], num.三
27,long,[lɒŋ],adj.长的 长期的 做多头的 高的vi.渴望 热望adv.长期地 始终n.长时间  市场上 做多头的人 [语音]长音节
27,number,[nʌmbə],n.数 数字 数量 号码 算术 诗 韵律v.遍号码 共计... 计入 计算 算入
27,think,[θɪŋk],v.想 思索 认为vt.认为 以为 预料
27,health,[helθ],n.健康 健康状态 兴旺 为健康干杯
26,write,[raɪt],vt.书写 著述 写 写满 写信给vi.写 写字 写信 写作 作曲
26,which,[wɪtʃ], pron.哪个 哪几个 ...的 ...那个adj.哪个
26,once,[wʌns],n.adv.一次 从前 曾经 conj.一旦
26,then,[ðen],adv.当时 在那时 那么 因而 然后 于是
26,learn,[lɜːn],vi.学习 听到 获悉vt.学习 学会 认识到
26,conjurer,[kʌndʒərə],n.魔术师
26,paragraph,[pærəɡræf],n. 文章 段 节 段落
26,spend,[spend],v.花费 消耗 用尽vt.度过 消磨
25,single,[sɪŋɡəl],adj.单一的 单身的 单纯的 孤独的 专一的 个别的n.一个 单打 单精度型vt.选出vi.[棒]作一垒打
25,line,[laɪn],n.绳 索 线路 航线 诗句vt.排成一行 顺...排列 划线于 使有线条 使起皱纹vi.排队
25,into,[ɪntʊ], prep.到...里 进入到...之内 成为...状况 深入...之中
24,news,[njuːz],n.新闻 消息
24,numb,[nʌm],adj.麻木的v.失去知觉
24,obesity,[əʊ'biːsəti],n.肥胖 肥大
23,choose,[tʃuːz],v.选择 选定
23,centre,[sentə],n.中心 中央 中心区v.集中
23,need,[niːd],n.需要 必需 必需品 要求 贫困vt.需要 modalv.必要 必须
23,early,[ɜːli],adj.早的 早熟的 及早的 早先的 早期的adv.早 在初期
23,problem,[prɒbləm],n.问题 难题
23,les,[leɪz], Lesbian[复]女子们 尤指合唱队女演员们 
23,become,[bɪ'kʌm],vi.变成 成为 变得vt.适合 相称
23,even,[iːvən],adj.平的 平滑的 偶数的 一致的 平静的 恰好的 平均的 连贯的adv.[加强语气]甚至 ...也  连...都 即使 恰好 正当vt.使平坦 使相等vi.变平 相等n.偶数 偶校验
23,human,[hjuːmən],n.人 人类adj.人的 人类的 人性的 有同情心的
22,after,[ɑːftə],adv.prep.conj.在...之后 在...后面 模仿 与...一致 以...命名 后来的 后面的
22,eat,[iːt],v.吃 腐蚀
22,job,[dʒɒb],n.工作 零活 <口>职位 事情 <圣经>约伯 极有耐心的人vi.做零工 打杂 做股票经纪 假公济私vt.代客买卖 股票 货物等  批发 承包 欺骗
22,thing,[θɪŋ],n.东西 物 [pl.] 所有物 用品 事 事情 事件 [pl.] 事态
22,information,[ɪnfə'meɪʃən],n.通知 报告 消息 情报 知识 见闻 资料 起诉 信息
22,man,[mæn],n.男人 人类 人 丈夫 雇工 vt.为...配备人手 操纵 在...就位 使振奋 Metropolitan Area Network 城域网
22,disease,[dɪ'ziːz],n.疾病 弊病
21,now,[naʊ],adv.现在 目前 此刻 立刻 马上n.现在 如今 conj.既然
21,live,[lɪv],adj.活的 生动的 精力充沛的 实况转播的 点燃的vi.活着 生活 居住 流在人们记忆中vt.过着 度过 经历adv.以实况地
21,feel,[fiːl],vt.摸 触 试探 感觉 觉得 触摸 以为vi.有知觉  人 有某种感觉 摸索 同情n.感觉 觉得 触摸
21,over,[əʊvə],adv.结束 越过 从头到尾 prep.在...之上 越过adj.上面的vt.额外的东西 越过n.额外的东西
21,all,[ɔːl],adj.全部的 所有的 整个的adv.完全 更加 越发 pron.全部
21,different,[dɪfrənt],adj.不同的
21,teen,[tiːn],n.悲哀 不幸 愤怒vt.激怒 使烦恼vi.烦躁 伤心
20,activity,[æk'tɪvəti],n.活跃 活动性 行动 行为 [核]放射性
20,food,[fuːd],n.食物 养料
20,important,[ɪm'pɔːtənt],adj.重要的 重大的 有权力的 有地位的
20,teacher,[tiːtʃə],n.教师
20,bank,[bæŋk],n.银行 堤 岸 沙洲 浅滩 一堆 土   云 层 储藏所 库 vt.存 款 于银行 储蓄  车或飞机 倾斜转弯
20,home,[həʊm],n.家 住宅 家乡 本国 产地 避难所adj.家庭的 国内的 有效的adv.在家 回家 深入地 在本国
20,career,[kə'rɪə],n. 原意:道路 轨道 事业 生涯 速度
20,grade,[ɡreɪd],n.等级 级别vt.评分 评级v.分等级
19,before,[bɪ'fɔː],adv.在前 以前 prep.在...之前 conj.在...之前 与其...宁可
19,skill,[skɪl],n.技能  技巧 熟练 巧妙
19,mean,[miːn],adj.低劣的 卑鄙的 普通的 吝啬的 简陋的 平均的 惭愧的 不舒服的vt.意谓 想要 预定vi.用意 有意义n.平均数 中间 中庸
19,statement,[steɪtmənt],n.声明 陈述 综述
19,pay,[peɪ],n.薪水 工资v.支付 交纳 给予 有利 值得 合算
19,day,[deɪ],n.天 白天 日子 白昼 黎明 工作日 节日 重要日子
18,no,[nəʊ],n.否定 投反对票者adj.没有 不许 反对adv.不 并不 毫不 [域] Norway  挪威
18,must,[məst], aux.必须 应当 很可能 一定 必须 肯定 可以
18,business,[bɪznəs],n.商业 买卖 交易 生意 事情 事物 营业 商行
18,likely,[laɪkli],adj.很可能的 合适的 可靠的 有希望的adv.或许 很可能
18,come,[kʌm],vi.来 来临 到达 出现 来 自  出生 于  开始int.嗨! vbl.来 到达 合计为
18,might,[maɪt],v. past tense past participle of may see may n.力量 威力 权力 能 可能 aux.可以
18,suggest,[sə'dʒest],vt.建议 提出 使想起 暗示
18,book,[bʊk],n.书 书籍 卷 篇 帐簿 名册 工作簿v.登记 预订 控告
18,play,[pleɪ],n.游戏 比赛 运动 赌博 剧本v.玩 扮演 播放 进行比赛v.播放
17,physical,[fɪzɪkəl],adj.身体的 物质的 自然的 物理的n.体格检查
17,too,[tuː],adv.也 太过份
17,between,[bɪ'twiːn], prep.在...之间 连接... 由...协力合作
17,life,[laɪf],n.生命 生活 一生 寿命 生命力 传记
17,medium,[miːdiəm],n.媒体 方法 媒介adj.中间的 中等的 半生熟的
16,end,[end],n.末端 尽头 结束 目标 限度 梢 末端 死亡v.结束 终结 终止
16,both,[bəʊθ],adj.两者 双方的 pron.双方 两者
16,first,[fɜːst],adv.首先 最初 第一 列举条目等用  优先adj.第一的 num.第一 个 n.开始 第一  比赛 冠军
16,hand,[hænd],n.手 掌管 协助 支配 插手 指针 雇员 手艺vt.支持 搀扶 交给
16,ten,[ten], num.十 十个
16,lead,[liːd],vt.领导 引导 致使vi.领导  道路等 通向 导致 用水砣测深n.领导 领先 导线 铅  自船上测海水深度的 铅陲 石墨 铅笔芯
16,office,[ˈɒfɪs],n.办公室 办事处 事务所 <英>政府机关 部 公职 职责 帮助
16,scientist,[saɪəntɪst],n.科学家
16,me,[em'iː], pron.我
16,survey,[sɜːveɪ],n.测量 调查 俯瞰 概观 纵览 视察vt.调查 收入 民意等  测量 勘定 审视 视察 俯瞰 通盘考虑vi.测量土地
15,great,[ɡreɪt],adj.伟大的 大的 强烈的 非常的 主要的 大写的 重大的 崇高的adv.顺利地 得意地n.全部 大人物 大师
15,build,[bɪld],v.建造 建筑n.构造 体格 体形
15,world,[wɜːld],n.世界 ...界 世事 世故 社会adj.世界的
15,traditional,[trə'dɪʃənəl],adj.传统的 惯例的 口传的 传说的
15,require,[rɪ'kwaɪə],vt.需要 要求 命令
15,relationship,[rɪ'leɪʃənʃɪp],n.关系 关联
15,researcher,[rɪˈsɜːtʃə],n.研究员
15,american,[ə'merɪkən],n.美国人 美洲人adj.美国的 美洲的
15,cause,[kɔːz],n.原因 导致某事发生的人或事 动机 理由 根据 目标 理想 事业vt.引起 惹起 使 发生  促成
15,such,[sʌtʃ],adj.这样的 这种 某一 pron.这样的人 们 或物
15,affect,[ə'fekt],vt.影响 感动 侵袭 假装
15,curiosity,[kjʊəri'ɒsəti],n.好奇心
15,growth,[ɡrəʊθ],n.生长 种植 栽培 发育 等比级数
15,bore,[bɔː],n.令人讨厌的人 怒潮 枪膛 孔v.使烦扰 钻孔 钻孔
15,boredom,[bɔːdəm],n.厌倦
14,cost,[kɒst],n.成本 价钱 代价vt.价值为  使 花费 金钱 时间 劳力等  使失去 生命 健康等  令人付出vi.花费
14,ask,[ɑːsk],vi.询问 问 要求vt.问 要求 需要 邀请
14,keep,[kiːp],n.保持 保养 生计 监狱 [史]要塞vt.保持 保存 遵守 经营 看守 拘留 维持 记 日记 帐等 vi.保持 继续不断
14,word,[wɜːd],n.字 词 话 消息 诺言 命令vt.为...措辞
14,any,[eni],adj.任何的 任何一种 所有的 pron.无论那一个 任何
14,would,[wʊd],v.aux.will的过去式 将 愿意
14,contact,[kɒntækt],n.接触 联系vt.接触 联系
14,science,[saɪəns],n.科学 自然科学 理科
14,money,[mʌni],n.货币 钱 金钱
14,fund,[fʌnd],n.资金 基金v.支助 投资
14,winner,[wɪnə],n.胜利者 优胜者 获胜的事物
13,speak,[spiːk],v.说话 谈话 说明事实 表示意见 发言 演讲 操 某种语言 
13,start,[stɑːt],n.动身 出发点 开始 惊起 惊跳 赛跑的先跑权 优先地位v.出发 起程 开始 着手 惊动 惊起 起动 发动  削减战略武器条约START Strategic Arms Reduction Treaty 
13,little,[lɪtəl],n.少许 一会儿 短时间adj.很少的 矮小的 短暂的 琐碎的adv.很少 稍微 完全不
13,consider,[kən'sɪdə],vt.考虑 照顾 认为
13,something,[sʌmθɪŋ], pron.某事 某物adj.有点象 大约
13,lose,[luːz],vt.遗失 浪费 错过 输去 使失去 使迷路 使沉溺于vi.受损失 失败
13,try,[traɪ],n.尝试v.试 试图 努力 试验 磨难 考验 审问
13,improve,[ɪm'pruːv],v.改善 改进
13,why,[waɪ],adv.为什么 ...的 理由 int. 表吃惊 满意等 哎呀!什么?
13,own,[əʊn],adj.自己的 特有的  不用所有格 嫡亲的 同胞的vt.拥有 自认 承认vi.承认
13,identify,[aɪ'dentɪfaɪ],vt.识别 鉴别 把...和...看成一样v.确定
13,someone,[sʌmwʌn], pron.有人 某人
13,because,[bɪ'kɒz], conj.adv.因为
13,well,[wel],n.井vi.涌出adj.健康的 良好的 适当的adv.好 满意地 充分地 彻底地 有理地 适当地 夸奖地int.唔 咳
13,heart,[hɑːt],n.心 心脏 中心 心地 心情 精神 宝贝儿 感情vt.把...放在中心
13,know,[nəʊ],v.知道 了解 认识 熟悉 认出 分辨 确信
13,understand,[ʌndə'stænd],v.懂 了解 听说 推定 以为 省略
13,result,[rɪ'zʌlt],n.结果 成效 计算结果vi.起因 由于 以...为结果 导致
13,matter,[mætə],n.事件 问题 物质 内容 实质 原因  印刷或书写的 文件  文章或讲话等的 素材vi.有关系 要紧
13,today,[tə'deɪ],adv.今天 现今n.今天 现今
13,language,[læŋɡwɪdʒ],n.语言 语言文学 术语 语言表达能力  运用语言的 方式、能力、风格 [自] 机器 代码  n.语言 国家
13,where,[weə],adv.什么地方 在哪里 ...的 地方 
13,close,[kləʊs],v.关 关闭 结束 停止 使靠近 靠拢 会合 包围n.结束adj.近的 紧密的 精密的 齐根的 封闭的 亲密的 闷气的adv.接近 紧密地
13,technology,[tek'nɒlədʒi],n.工艺 科技 技术
13,industry,[ɪndəstri],n.工业 产业 行业 勤奋
13,ninth,[naɪnθ], num.第九 九分之一
12,include,[ɪn'kluːd],vt.包括 包含
12,leave,[liːv],n.许可 同意 请假 休假vt.离开 动身 剩下 遗忘 委托 遗弃vi.出发 离开 生叶 动身
12,tend,[tend],vi.趋向 往往是vt.照管 护理
12,develop,[dɪ'veləp],vt.发展 发达 发扬 进步 逐步展开 情节 音乐主题 方程式等 洗印 显影vi.发展 生长 发育 逐步显示出来
12,blank,[blæŋk],adj.空白的 空着的 失色的 没有表情的n.空白 <美> 表格
12,gender,[dʒendə],n.[语法] 性 <口>性别 性 性交
12,male,[meɪl],adj.男的 雄的 男性
12,want,[wɒnt],vt.想要 希望 需要 短缺 缺少n.需要 短缺
12,support,[sə'pɔːt],vt.支撑 扶持 支持 支援 拥护 维持 赡养 忍受n.支撑 支持 支援 维持 赡养 支持者 支柱
12,employer,[ɪm'plɔɪə],n.雇主 老板
12,professor,[prə'fesə],n.教授 公开表示信仰的人
12,math,[mæθ],n.数学
11,bring,[brɪŋ],vt.拿来 带来 产生 引起 提出 诉讼 vi.停下
11,back,[bæk],adj.后面的 在后面 早过去的 前 欠 的钱adv.向后地n.背部 后面v.后退 支持
11,family,[fæməli],n.家庭 家族 家属 亲属 子女 僚属adj.家庭的 家族的
11,ago,[ə'ɡəʊ],adv.以前的 以往的
11,recent,[riːsənt],adj.新近的 近来的
11,large,[lɑːdʒ],adj.大的 巨大的 宽大的 夸大的adv.大大地 夸大地 顺风地n.大
11,worker,[wɜːkə],n.工人
11,create,[kri'eɪt],vt.创造 创作 引起 造成
11,allow,[ə'laʊ],vt.允许 承认
11,task,[tɑːsk],n.任务 作业v.分派任务
11,weight,[weɪt],n.重力 重量 分量 砝码 重要 性  势力 负担 重累
11,performance,[pə'fɔːməns],n.履行 执行 成绩 性能 表演 演奏
11,believe,[bɪ'liːv],v.有坚定的宗教信仰的 相信 信任 认为 想
11,without,[wɪð'aʊt], prep.没有 不  表条件 如果没有 要没有adv.在外 在屋外
11,very,[veri],adv.很 甚 及其 非常 完全adj.真正的 真实的 恰好的 绝对的 十足的 特别的
11,really,[rɪəli],adv.真正地 实在地  表语气 真的吗?
11,care,[keə],n.注意 照料 烦恼 忧虑 由...转交vi.关心 顾虑 照顾 喜爱vt.在意
11,same,[seɪm],adj.同一的 相同的 无变化的 上述的 所谓 pron.同样的事物adv.同样地
11,re,[reɪ],symb [化] 铼 rhenium    英国 皇家工兵部队 RE Royal Engineers 
11,university,[juːnɪ'vɜːsəti],n. 综合 大学
11,don,[dɒn],n.<西>君 先生 西班牙语冠于男子姓名前  阁下  英国剑桥或牛津大学 指导教师vt.穿上
11,issue,[ɪsjuː],n.出版 发行  报刊等 期、号 论点 问题 结果  水 血等的 流出vi.发行 流出 造成...结果 进行辩护 传下vt.使流出 放出 发行 钞票等  发布 命令  出版 书等 发给 [律]子女 后嗣
11,share,[ʃeə],n.共享 参与 一份 部分 份额 参股vt.分享 均分 共有 分配vi.分享
11,seek,[siːk],v.寻找 探索 寻求
11,public,[pʌblɪk],n.公众  特定的 人群 公共场所adj.公众的 公共的 公立的 公用的
11,happen,[hæpən],vi.发生 碰巧 偶然v.发生 恰巧 偶然发现
11,communication,[kəmjuːnɪ'keɪʃən],n.传达 信息 交通 通讯
11,impact,[ɪm'pækt],n.碰撞 冲击 冲突 影响 效果vt.挤入 撞击 压紧 对...发生影响
11,economy,[ɪ'kɒnəmi],n.经济 节约 节约措施 经济实惠 系统 机体 经济制度的状况
11,low,[ləʊ],n.低 低价 牛叫声adj.低的 浅的 消沉的 微弱的 粗俗的 卑贱的 体质弱的adv.低下地 谦卑地 低声地 低价地vi.牛叫
11,young,[jʌŋ],adj.年轻的 年纪小的 没有经验的 尚早的 初期的n. 动物的 崽 仔
11,culture,[kʌltʃə],n.文化 文明
11,response,[rɪ'spɒns],n.回答 响应 反应
11,among,[ə'mʌŋ], prep.在...之中 ...之一
11,grant,[ɡrɑːnt],vt.同意 准予 承认 某事为真 ～
11,loser,[luːzə],n.失主 失败者 输者
10,academic,[ækə'demɪk],adj.学院的 理论的
10,comprehension,[kɒmprɪ'henʃən],n.理解 包含
10,pet,[pet],n.宠物 受宠爱的人 不悦adj.宠爱的 亲昵的vt.宠爱vi.拥抱 爱抚 生气 发脾气
10,dr,[],n.博士 医生 Distributed Refresh 分布式刷新
10,effect,[ɪ'fekt],n.结果 效果 作用 影响  在视听方面给人流下的 印象vt.招致 实现 达到 目的等 
10,house,[haʊs],n.房子 住宅 库房 机构 家庭 家族 议院 剧场vt.给...房子住 收藏 覆盖vi.住 躲藏 up 
10,focus,[fəʊkəs],n. 兴趣活动等的 中心 焦点 焦距 [医]病灶 [地] 地震的 震源vi.聚焦 注视vt.使集中在焦点上 定焦点 调焦 集中
10,mental,[mentəl],adj.精神的 智力的
10,increase,[ɪn'kriːs],n.增加 增大 增长vt.增加 加大vi.增加 繁殖
10,example,[ɪɡ'zɑːmpəl],n.例子 实例 例题 范例 榜样 鉴戒 实例
10,grow,[ɡrəʊ],vi.生长 成长 渐渐变得 增长 增高vt.种植 栽培 培育
10,decide,[dɪ'saɪd],v.决定 判决
10,accord,[ə'kɔːd],n.一致 符合 调和 协定 vt.一致 给与 vi.符合
10,however,[haʊ'evə],adv.无论如何 可是 仍然 究竟 conj.不管用何种方法 然而 可是
10,struggle,[strʌɡl],n.竞争 努力 奋斗vi.努力 奋斗 挣扎vt.尽力使得 使劲移动
10,self,[self],n.自己 自我 本性 本质 本人 私心vt.使近亲繁殖 [植]使自花授精vi.[植]自花授精adj.同一的
10,benefit,[benɪfɪt],n.利益 好处vt.有益于 有助于vi.受益
10,point,[pɔɪnt],n.点 尖端 分数 要点 分数vt.弄尖 指向 指出 瞄准 加标点于vi.指 指向 表明
10,motivate,[məʊtɪveɪt],v.激发
10,setback,[setbæk],n.顿挫 挫折 退步 逆流  疾病的 复发
10,tell,[tel],vt.告诉 说 吩咐 断定 知道vi.讲述 泄密 告发 表明 作证n.<方>讲的事 传闻
10,paper,[peɪpə],n.纸 报纸 文件 证件 论文 考卷vt.用纸糊 墙壁等  用纸包装adj.纸的 象纸的 纸上的
10,parent,[peərənt],n.[pl.] 双亲 父亲 或母亲 
10,around,[ə'raʊnd],adv.周围 四周 到处 大约 左右 prep.在...周围 四处
10,person,[pɜːsən],n.人 身体 容貌 [语法]人称
10,educator,[ˈedjʊˌkeɪtə],n.教育家
10,teach,[tiːtʃ],v.讲授 教授
10,narrow,[nærəʊ],n.狭窄部分 海峡 隘路adj.狭窄的 精密的 严密的 有限的 气量小的 勉强的 眼光短浅的vi.变窄vt.使变狭窄 使缩小
10,calorie,[kæləri],n.卡路里
9,program,[prəʊɡræm],n.节目 程序 纲要 计划vt.规划 拟...计划 安排...入节目vi.安排节目 编程序  电脑 程序  电视 节目
9,online,[ˈɒnlaɪn],n.联机 在线式
9,away,[ə'weɪ],adv.在远处 到远处 离去
9,easy,[iːzi],adj.容易的 安逸的 舒适的 宽裕的 小康的 从容的 宽容的 流畅的adv.不费力的 轻松 悠闲 慢慢地n.短暂的休息
9,friend,[frend],n.朋友 赞助者 助手
9,difficult,[dɪfɪkəlt],adj.困难的 艰难的  人 难相处的
9,successful,[sək'sesfəl],adj.成功的
9,quality,[kwɒləti],n.质量 品质 性质
9,far,[fɑː],adj. 常用于书面语 远的 久远的 遥远的adv. 表示空间或时间上的距离 远 很远 遥远地 久远地 甚远地 很 很晚地n.远处 远方
9,rate,[reɪt],n.比率 速度 等级 价格 费用vt.估价 认为 鉴定等级 责骂vi.被评价 责骂
9,themselves,[ðəm'selvz], pron.他们自己 她们自己 它们自己 他们亲自 她们亲自 它们亲自
9,unique,[juː'niːk],adj.唯一的 独特的
9,sleep,[sliːp],vi.睡 睡觉n.睡眠
9,role,[rəʊl],n.角色 任务
9,exercise,[eksəsaɪz],n.练习 习题 训练 锻炼 演习v.训练 锻炼vt.行使 使担扰
9,control,[kən'trəʊl],n.控制 支配 管理 调节 抑制 控制器 调节装置vt.控制 支配 管理 物价等  操纵 抑制
9,kind,[kaɪnd],n.种类 性质adj.仁慈的 和蔼的 亲切的 友爱的
9,remote,[rɪ'məʊt],adj.遥远的 偏僻的 细微的
9,space,[speɪs],n.空间 间隔 距离 空地 余地 一段时间vt.留间隔 隔开
9,while,[waɪl],n.一会儿 时间 conj.当...的时候 虽然vt.消磨 prep.<古><方>直到
9,down,[daʊn],adj.向下的adv.向下 在下面 下去 降下 prep.往下 沿着n.绒毛 软毛 开阔的高地
9,expert,[ekspɜːt],n.专家 行家 [军] 特等 射手adj.老练的 内行的 专门的vt.在...中当行家 当专家
9,challenge,[tʃælɪndʒ],n.挑战vt.向...挑战
9,major,[meɪdʒə],n.<美>[教]主修课 [律]成年人 [乐]大调adj.主修的 成年的 大调的vi.主修
9,decade,[dekeɪd],n.十年 十
9,device,[dɪ'vaɪs],n.装置 设计 图案 策略 发明物 设备 [计]安装设备驱动程序
9,every,[evri],adj.每一的 每个的 全部的 每隔...的
9,design,[dɪ'zaɪn],n.设计 图案 花样 企图 图谋  小说等的 构思 纲要v.设计 计划 谋划 构思
